X,Y,Z,C
22.8963,58.0492,-2.1317,4.0000
22.8905,57.8845,-2.1317,4.0000
22.8861,57.7199,-2.1317,4.0000
22.8830,57.5552,-2.1317,4.0000
22.8812,57.3906,-2.1317,4.0000
22.8806,57.2259,-2.1317,4.0000
22.8813,57.0612,-2.1317,4.0000
22.8834,56.8966,-2.1317,4.0000
22.8867,56.7319,-2.1317,4.0000
22.8913,56.5672,-2.1317,4.0000
22.8971,56.4026,-2.1317,4.0000
22.9043,56.2380,-2.1317,4.0000
22.9128,56.0734,-2.1317,4.0000
22.9225,55.9089,-2.1317,4.0000
22.9335,55.7444,-2.1317,4.0000
22.9459,55.5799,-2.1317,4.0000
22.9595,55.4154,-2.1317,4.0000
22.9744,55.2511,-2.1317,4.0000
