X,Y,Z,C
-70.2571,15.7706,-0.9500,4.0000
-70.4843,15.8226,-0.9500,4.0000
-70.7115,15.8730,-0.9500,4.0000
-70.9386,15.9217,-0.9500,4.0000
-71.1657,15.9689,-0.9500,4.0000
-71.3927,16.0145,-0.9500,4.0000
-71.6197,16.0585,-0.9500,4.0000
-71.8466,16.1009,-0.9500,4.0000
-72.0735,16.1418,-0.9500,4.0000
-72.3003,16.1811,-0.9500,4.0000
-72.5272,16.2188,-0.9500,4.0000
-72.7539,16.2549,-0.9500,4.0000
-72.9807,16.2895,-0.9500,4.0000
-73.2074,16.3225,-0.9500,4.0000
-73.4340,16.3540,-0.9500,4.0000
-73.6606,16.3839,-0.9500,4.0000
-73.8873,16.4123,-0.9500,4.0000
-74.1138,16.4392,-0.9500,4.0000
-74.3404,16.4645,-0.9500,4.0000
-74.5669,16.4883,-0.9500,4.0000
-74.7934,16.5105,-0.9500,4.0000
-75.0199,16.5312,-0.9500,4.0000
-75.2463,16.5504,-0.9500,4.0000
-73.0287,14.5568,-0.9500,4.0000
-73.2385,14.5909,-0.9500,4.0000
-73.4484,14.6235,-0.9500,4.0000
-73.6582,14.6547,-0.9500,4.0000
-73.8681,14.6843,-0.9500,4.0000
-74.0779,14.7124,-0.9500,4.0000
-74.2878,14.7391,-0.9500,4.0000
-74.4976,14.7643,-0.9500,4.0000
-74.7075,14.7880,-0.9500,4.0000
-74.9173,14.8102,-0.9500,4.0000
-75.1272,14.8310,-0.9500,4.0000
-75.3371,14.8502,-0.9500,4.0000
-75.5469,14.8681,-0.9500,4.0000
-75.7568,14.8844,-0.9500,4.0000
-75.9667,14.8993,-0.9500,4.0000
-76.1766,14.9127,-0.9500,4.0000
-76.3864,14.9246,-0.9500,4.0000
-76.5963,14.9351,-0.9500,4.0000
-76.8062,14.9442,-0.9500,4.0000
-77.0160,14.9517,-0.9500,4.0000
-77.2259,14.9578,-0.9500,4.0000
-77.4358,14.9625,-0.9500,4.0000
-77.6457,14.9657,-0.9500,4.0000
-77.8556,14.9674,-0.9500,4.0000
-78.0654,14.9677,-0.9500,4.0000
-78.2753,14.9665,-0.9500,4.0000
-78.4852,14.9638,-0.9500,4.0000
-78.6950,14.9597,-0.9500,4.0000
-78.9049,14.9542,-0.9500,4.0000
-79.1148,14.9471,-0.9500,4.0000
-79.3247,14.9387,-0.9500,4.0000
-79.5345,14.9287,-0.9500,4.0000
-79.7444,14.9173,-0.9500,4.0000
-79.9318,14.7064,-0.7625,13.0000
-80.1392,14.6922,-0.7625,13.0000
-80.3467,14.6766,-0.7625,13.0000
-80.5541,14.6595,-0.7625,13.0000
-80.7616,14.6410,-0.7625,13.0000
-80.9690,14.6210,-0.7625,13.0000
-81.1765,14.5996,-0.7625,13.0000
-81.3839,14.5767,-0.7625,13.0000
-81.5914,14.5524,-0.7625,13.0000
-81.7988,14.5266,-0.7625,13.0000
-82.0062,14.4993,-0.7625,13.0000
-82.2137,14.4705,-0.7625,13.0000
-82.4211,14.4403,-0.7625,13.0000
-82.6285,14.4086,-0.7625,13.0000
-82.8359,14.3755,-0.7625,13.0000
-83.0434,14.3408,-0.7625,13.0000
-83.2508,14.3047,-0.7625,13.0000
-83.4582,14.2671,-0.7625,13.0000
-83.6656,14.2280,-0.7625,13.0000
-83.8729,14.1873,-0.7625,13.0000
-84.0803,14.1452,-0.7625,13.0000
-84.2877,14.1016,-0.7625,13.0000
-84.4951,14.0565,-0.7625,13.0000
-84.7024,14.0099,-0.7625,13.0000
-84.9098,13.9617,-0.7625,13.0000
-85.1171,13.9121,-0.7625,13.0000
-70.8308,14.1086,-0.9500,4.0000
-71.0405,14.1586,-0.9500,4.0000
-71.2503,14.2071,-0.9500,4.0000
-71.4600,14.2540,-0.9500,4.0000
-71.6698,14.2994,-0.9500,4.0000
-71.8796,14.3433,-0.9500,4.0000
-72.0894,14.3857,-0.9500,4.0000
-72.2992,14.4265,-0.9500,4.0000
-72.5090,14.4659,-0.9500,4.0000
-72.7188,14.5037,-0.9500,4.0000
-72.9287,14.5400,-0.9500,4.0000
-73.1385,14.5748,-0.9500,4.0000
-73.3483,14.6082,-0.9500,4.0000
-73.5582,14.6400,-0.9500,4.0000
-73.7680,14.6703,-0.9500,4.0000
-73.9778,14.6992,-0.9500,4.0000
-74.1877,14.7266,-0.9500,4.0000
-74.3976,14.7525,-0.9500,4.0000
-74.6074,14.7769,-0.9500,4.0000
-74.8173,14.7998,-0.9500,4.0000
-75.0271,14.8213,-0.9500,4.0000
-75.2370,14.8412,-0.9500,4.0000
-75.4469,14.8597,-0.9500,4.0000
-73.3846,13.0376,-0.9500,4.0000
-73.5792,13.0703,-0.9500,4.0000
-73.7738,13.1017,-0.9500,4.0000
-73.9684,13.1316,-0.9500,4.0000
-74.1631,13.1600,-0.9500,4.0000
-74.3578,13.1871,-0.9500,4.0000
-74.5525,13.2127,-0.9500,4.0000
-74.7473,13.2369,-0.9500,4.0000
-74.9420,13.2597,-0.9500,4.0000
-75.1368,13.2811,-0.9500,4.0000
-75.3317,13.3010,-0.9500,4.0000
-75.5265,13.3196,-0.9500,4.0000
-75.7214,13.3367,-0.9500,4.0000
-75.9163,13.3524,-0.9500,4.0000
-76.1112,13.3667,-0.9500,4.0000
-76.3061,13.3796,-0.9500,4.0000
-76.5010,13.3911,-0.9500,4.0000
-76.6960,13.4012,-0.9500,4.0000
-76.8909,13.4099,-0.9500,4.0000
-77.0859,13.4171,-0.9500,4.0000
-77.2808,13.4230,-0.9500,4.0000
-77.4758,13.4275,-0.9500,4.0000
-77.6708,13.4305,-0.9500,4.0000
-77.8658,13.4322,-0.9500,4.0000
-78.0607,13.4325,-0.9500,4.0000
-78.2557,13.4313,-0.9500,4.0000
-78.4507,13.4288,-0.9500,4.0000
-78.6457,13.4248,-0.9500,4.0000
-78.8406,13.4195,-0.9500,4.0000
-79.0356,13.4127,-0.9500,4.0000
-79.2305,13.4046,-0.9500,4.0000
-79.4255,13.3950,-0.9500,4.0000
